Flyleaf - Missing,Flyleaf,rock
ZZ Ward - Last Love Song,ZZ Ward,rock
alt-J (∆) Breezeblocks,alt-J,rock
Cassadee Pope-Told You So,Cassadee Pope,pop
I SEE STARS - Filth Friends Unite,I See Stars,rock
Further Seems Forever - Pride War,Further Seems Forever,rock
Belle & Sebastian  Piazza New York Catcher,Belle & Sebastian,rock
Marc Almond - The Days Of Pearly Spencer,Marc Almond,rock
Balam Acab - Big Boy,Balam Acab,dance
Harana - Parokya Ni Edgar,Parokya Ni Edgar,r&b
Bon Iver - Skinny Love,Bon Iver,folk
OneRepublic - It's a Shame,OneRepublic,pop
Los Campesinos! - By Your Hand,Los Campesinos!,folk
The Birthday Party- Big Jesus Trash Can,The Birthday Party,rock
Sarah Jaffe: When You Rest,Sarah Jaffe,pop
Hammock - Breathturn,Hammock,hip hop
Nine Inch Nails - La Mer,Nine Inch Nails,rock
Deep Purple - Hush,Deep Purple,rock
Deep Purple - Hush,Deep Purple,rock
Dead Angels,Donny Drowns,other
"Danny's Song"   Loggins and Messina,Loggins & Messina,rock
Jakewolf I Like Blondes,Jakewolf,pop
Katatonia - Unfurl,Katatonia,rock
Times of Grace  -  Fall From Grace,Times Of Grace,rock
People Ain't No Good,Nick Cave & The Bad Seeds,rock
reservoir dogs (stuck in the middle with you),Various Artists,other
Art,Call Me Karizma,hip hop
請假裝你會捨不得我   蔡琴,Tsai Chin,pop
The Mamas & The Papas - Monday Monday,The Mamas & The Papas,pop
Strapping Young Lad - All Hail The New Flesh,Strapping Young Lad,rock
Erik Satie - Gnossiennes No.1,Erik Satie,classic
Fields of the Nephilim - Sumerland,Fields Of The Nephilim,rock
The Light Before We Land,The Delgados,pop
Iron & Wine - Each Coming Night,Iron & Wine,pop
Light My Fire - The Doors In Concert,The Doors,rock
Nico- These Days,Nico,rock
Broken Heart - Spiritualized,Spiritualized,rock
Clancy Brothers - Beer beer beer,The Clancy Brothers,folk
Smiling Ear to Ear,blink-182,rock
Wild Wild West - The Escape Club,The Escape Club,other
Leonard Cohen - Dance Me to the End Of Love,Leonard Cohen,rock
Alice In Chains - Love Hate Love,Alice In Chains,rock
Raining in Baltimore,Counting Crows,rock
Raising The Fawn,Zac Brown,other
Dean Brody - Up on the moon,Dean Brody,rock
Joe Nichols The Shape Im In,Joe Nichols,rock
Strawberry Switchblade -- Since Yesterday,Strawberry Switchblade,rock
David Gray - Say hello wave goodbye,David Gray,rock
The Maccabees - First Love,The Maccabees,dance
waltz #2,Elliott Smith,rock
The Antlers - Wake,The Antlers,pop
La Dispute - Such Small Hands,La Dispute,hip hop
Oh Land - "Sun Of A Gun" (LIVE!!!),Oh Land,pop
Lights - Heavy Rope (Acoustic),Lights,folk
Chevelle- Piñata (Hats Off to the Bull),Chevelle,rock
Alpines - Cocoon,Alpines,pop
Stay Awake Julia Nunes,Julia Nunes,pop
The Naked And Famous - Hearts Like Ours,The Naked And Famous,dance
Noah And The Whale - Lifetime,Noah And The Whale,pop
Chvrches - "Recover",CHVRCHES,pop
The Naked And Famous - Young Blood,The Naked And Famous,dance
New Found Glory - "Don't Let Her Pull You Down",New Found Glory,rock
My Chemical Romance - "Welcome to the Black Parade",My Chemical Romance,rock
The One That Got Away- Hey Monday,Hey Monday,pop
Hey Monday - Candles,Hey Monday,pop
New Found Glory- Crazy For You,New Found Glory,rock
Explosions in the Sky - Your Hand in Mine,Explosions In The Sky,rock
God Is an Astronaut - A Deafening Distance,God Is An Astronaut,rock
Digital Daggers - Still Here,Digital Daggers,pop
Lord of The Rings - May it be,Matthias Keller,other
f5.3gp,Amsterdam Loeki Stardust Quartet,classic
Explosions in the Sky - First Breath After Coma,Explosions In The Sky,rock
Regina Spektor - The Noise,Regina Spektor,pop
Pat Monahan - Great Escape,Pat Monahan,pop
Taylor Swift - Mine,Taylor Swift,pop
If It Kills Me - Jason Mraz,Jason Mraz,pop
Dierks Bentley - Soon As You Can,Dierks Bentley,rock
We The Kings - Skyway Avenue,We The Kings,rock
Death of Aase from Peer Gynt,Edvard Grieg,classic
Social Distortion - Story of My Life,Social Distortion,rock
John Mayer - Friends Lovers Or Nothing,John Mayer,pop
The Drones - Jezebel,The Drones,rock
Mazzy Star - Look On Down From The Bridge,Mazzy Star,rock
Return Of The She-King - Dead Can Dance,Dead Can Dance,folk
Autechre - 444,Autechre,electronic
Muse- Stockholm Syndrome,Muse,rock
Muse - Hysteria,Muse,rock
Stripped - RAMMSTEIN,Rammstein,rock
Virtual Symmetry-V.S.,LiquidLight,other
Aphex Twin - Heliosphan,Aphex Twin,dance
State Radio - Indian Moon,Chadwick Stokes,rock
This Mortal Coil - another day,This Mortal Coil,pop
Oh Well Okay,Monte Booker,hip hop
Tom Waits - Tom Traubert's Blues (Four Sheets to the Wind in Copenhagen),Tom Waits,folk
Velvet Waltz-Built to Spill,Built To Spill,rock
Stereophonics - Pick A Part That's New,Stereophonics,pop
Matchbox Twenty - The Difference,Matchbox Twenty,rock
Porcupine Tree - Arriving Somewhere But Not Here (Live),Porcupine Tree,rock
Ratatat -Nostrand,Ratatat,dance
Muse - Undisclosed Desires,Muse,rock
Lhasa de Sela - fool´s  gold.,Lhasa De Sela,pop
Fall Out Boy - I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,rock
Pet Shop Boys -  The Way It Used To Be,Pet Shop Boys,pop
Pet Shop Boys -  Vulnerable,Pet Shop Boys,pop
Big Bad Voodoo Daddy - Jumpin' Jack,Big Bad Voodoo Daddy,electronic
Minnie The Moocher - Big Bad Voodoo Daddy,Big Bad Voodoo Daddy,electronic
Pet Shop Boys -  Vulnerable,Pet Shop Boys,pop
Kaskade Don't Wait,Kaskade,dance
Ozric Tentacles - Sploosh!,Ozric Tentacles,rock
The Adults - Nothing To Lose,The Adults,other
The Vines - 1969,The Vines,rock
Soft machine - Out of Season,Soft Machine,rock
Foo Fighters. Walk.,Foo Fighters,rock
Little Dragon - Precious,Little Dragon,dance
Little Dragon - Shuffle A Dream,Little Dragon,dance
Rage against the machine Roll Right,Rage Against The Machine,rock
CARIBOU - Odessa,Caribou,dance
Penguin Prison - Golden Train (Radio Edit),Penguin Prison,dance
Turn Off This Song and Go Outside,The Lonely Forest,rock
Toro Y Moi "New Beat",Toro y Moi,dance
The Drums - Money,The Drums,pop
Penguin Prison 'The Worse It Gets',Penguin Prison,dance
Toro Y Moi "Still Sound",Toro y Moi,dance
Bach - Brandenburg Concertos No.3 - i: Allegro Moderato,Johann Sebastian Bach,classic
The Futureheads - Hounds Of Love,The Futureheads,dance
Terrorvision - Perseverance,Terrorvision,pop
Terrorvision - Perseverance,Terrorvision,pop
Queen of Pain - Alkaline Trio,Alkaline Trio,rock
The Reign of Kindo - Hold Out,The Reign of Kindo,rock
Ramshackle Glory - First Song,Ramshackle Glory,rock
Eve 2012  Barry McGuire,Barry McGuire,pop
Bonobo - Recurring,Bonobo,electronic
Gorillaz-El Manana,Gorillaz,hip hop
Sun Kil moon Heron Blue,Sun Kil Moon,rock
Zero 7 - In The Waiting Line,Zero 7,electronic
The Qemists - Stompbox,The Qemists,rock
The Qemists -  Perfect High,The Qemists,rock
Spawn of Possession - Bodiless Sleeper,Spawn of Possession,rock
Xavier Rudd Fortune Teller,Xavier Rudd,folk
MARINA | ♡ "TEEN IDLE" ♡,MARINA,pop
Kimya Dawson - So Nice So Smart,Kimya Dawson,folk
Nickelback - How You Remind Me,Nickelback,rock
Sade - War of the Hearts,Sade,jazz
Mood II Swing -Do It Your Way,Mood II Swing,dance
Ben Folds Five - One Angry Dwarf and 200 Solemn Faces,Ben Folds Five,rock
Up On The Roof The Drifters  1962,Various Artists,other
Beck - Hell Yes,Beck,rock
Nightwish - Come Cover Me (Live),Nightwish,rock
The Irish Rover,The Irish Rovers,folk
John Frusciante - Song To The Siren,John Frusciante,rock
Amy Winehouse - Amy Amy Amy,Amy Winehouse,jazz
I Want to know what love is - Foreigner,Foreigner,rock
Fly Like An Eagle Steve Miller Band,Steve Miller Band,rock
Beyoncé - 1+1 (Video),Ameritz - Tributes,other
Ashlee Simpson - Outta My Head (Ay Ya Ya),Ashlee Simpson,pop
Kelly Osbourne - One Word,Kelly Osbourne,pop
Only an ocean away,Sarah Brightman,pop
King Diamond- No Presents For Christmas,King Diamond,rock
Radiohead - Creep,Radiohead,rock
Nirvana - Heart-Shaped Box,Nirvana,rock
Evanescence - Good Enough,Evanescence,rock
Fleet Foxes- Montezuma,Fleet Foxes,pop
Florence + The Machine - Addicted To Love,Florence + The Machine,pop
Steven Wilson - Salvaging,Steven Wilson,rock
Norah Jones - Something Is Calling You,Norah Jones,jazz
Norah Jones - Something Is Calling You,Norah Jones,jazz
dax riggs waking up insane,Dax Riggs,rock
The Walker Brothers - Young Man Cried,The Walker Brothers,pop
Miriam Stockley - Perfect day,Miriam Stockley,pop
Tokio Hotel - Don't Jump,Tokio Hotel,rock
Rilo Kiley - A Better Son/Daughter,Rilo Kiley,folk
Sweet Dreams Elizabeth Lee,Oak Ridge High School Percussion Ensemble,other
Down - Stone the Crow,DOWN,rock
Blue Foundation - Bonfires,Blue Foundation,pop
Concierto de Aranjuez,George Frideric Handel,classic
Alessandro Marcello Concerto in D minor (Presti-Lagoya),Ida Presti,other
Aaron Copland: Symphony for Organ and Orchestra (1924),Aaron Copland,classic
Pink Floyd - Wish You Were Here,Pink Floyd,rock
Mad Season - River of Deceit,Mad Season,rock
The Smiths - This Charming Man,The Smiths,rock
Guess I'm Doing Fine,Beck,rock
Soundgarden - 4th of july,Soundgarden,rock
NICE GUYS,Kevjumba,other
Eels - Fresh Blood,Eels,rock
Deftones - Feiticeira,Deftones,rock
Deerhunter - Green Jacket,Deerhunter,dance
The Velvet Underground & Nico - Sunday Morning,The Velvet Underground,rock
Emily and The Woods - Never Play,Emily and The Woods,other
-Yakety Sax- Music,Sam Gendel,jazz
Thornley - Beautiful,Thornley,rock
Jefferson Airplane - Somebody to love,Jefferson Airplane,rock
Urmas Alender - Kui mind enam ei ole,Urmas Alender,pop
Ry Cuming - Always Remember Me,Ry Cuming,other
J.R. Richards - Ghost of sorrow,J.R. Richards,other
Arvo Part - "Spiegel im Spiegel',Arvo Pärt,classic
Florence + The Machine - Never Let Me Go,Florence + The Machine,pop
Smashing Pumpkins - Landslide,The Smashing Pumpkins,rock
Godspeed You Black Emperor - Static,Godspeed You! Black Emperor,rock
Richard Wagner - "Tristan und Isolde" Prelude,Richard Wagner,classic
Eternal Life - Jeff Buckley,Jeff Buckley,rock
Van Morrison - Astral Weeks,Van Morrison,rock
The Mamas & the Papas - California Dreamin',The Mamas & The Papas,pop
Andrew Jackson Jihad - Personal Space Invader,AJJ,rock
Stick Figure - Hawaii Song,Stick Figure,r&b
Talking Heads - This Must Be The Place (Naive Melody),Talking Heads,rock
Little Dragon - Constant Surprises,Little Dragon,dance
Otis Redding - A Change Is Gonna Come,Otis Redding,jazz
Iron & Wine - Each Coming Night,Iron & Wine,pop
Otis Redding - That's How Strong My Love Is,Otis Redding,jazz
Jane's Addiciton - Summertime Rolls,Jane's Addiction,rock
Reel Big Fish - Everyone Else is An Asshole,Reel Big Fish,rock
Radiohead - Let Down,Radiohead,rock
Therapy? - Screamager,Therapy?,rock
Cat Power-Maybe Not,Cat Power,folk
Todd Rundgren - Hello Its Me,Todd Rundgren,rock
Cheap Trick - Taxman Mr. Thief,Cheap Trick,rock
Sun City Girls - Space Prophet Dogon,Sun City Girls,rock
Jawbreaker - Accident Prone,Jawbreaker,rock
Carry Me  Ohio - Sun Kil Moon,Sun Kil Moon,rock
Chet Baker / My Ideal,Chet Baker,jazz
Shame - Smashing Pumpkins,The Smashing Pumpkins,rock
Sufjan Stevens - Get real get right,Sufjan Stevens,pop
Radiohead -  Subterranean Homesick Alien,Radiohead,rock
Night Wish-Sleeping Sun,Nightwish,rock
The Smashing Pumpkins MUZZLE,The Smashing Pumpkins,rock
I Adore You,Molly Burch,folk
Bjork    All Neon Like   Homogenic,Björk,dance
Death Cab For Cutie - Transatlanticism,Death Cab for Cutie,pop
Yo Te Quiero - wisin y yandel,Various Artists,other
Conference of the Birds - *Shels,*Shels,rock
Skylar Grey - Invisible,Skylar Grey,rock
Florence + The Machine - No Light No Light,Florence + The Machine,pop
Her Morning Elegance / Oren Lavie,Christian Perret,other
Without a Two Weeks Notice,George Williams & Bessie Brown,other
Radical Face 'Welcome Home',Radical Face,folk
Scissor Sisters - I Don't Feel Like Dancin',Scissor Sisters,pop
Destroyer - Suicide Demo for Kara Walker,Destroyer,dance
Veronica Rapela - Hasta Siempre,Various Artists,other
Secret Garden - Gates Of Dawn,Secret Garden,pop
Come Wander With Me - Agua de Annique,Anneke van Giersbergen & Agua de Annique,other
Something Stupid - Frank Sinatra,Wechsler Quintett,other
Gregory And The Hawk- I'm Your Puppet,Gregory and the Hawk,pop
Margot & The Nuclear So and So's - "Quiet As A Mouse",Margot & The Nuclear So And So's,pop
MGMT- Kids,MGMT,dance
Sweatshop Union - Thing About It,Sweatshop Union,hip hop
Caravan of love -  Housemartins,The Housemartins,pop
CARIBOU - Odessa,Caribou,dance
waltz #2,Elliott Smith,rock
Life In A Glass House,Radiohead,rock
I Might Be Wrong,Radiohead,rock
Radiohead - How To Disappear Completely,Radiohead,rock
Parker & Hanson - Afterthought (Heatbeat Remix),Above & Beyond Group Therapy,other
Neko Case - THIS TORNADO LOVES YOU,Neko Case,folk
Cary Brothers - Belong,Cary Brothers,pop
Aria 2-Horizon,Paul Schwartz,pop
Oasis - Don't Go Away,Oasis,pop
Adam Lambert - Whataya Want from Me,Adam Lambert,pop
earth wind and fire : after the love has gone,Earth, Wind & Fire,jazz
CHUNK ! NO CAPTAIN CHUNK ! - Sink Or Swim (S.O.S),Chunk! No, Captain Chunk!,rock
The National- Exile Vilify,The National,rock
radiohead - talk show host,Radiohead,rock
Nick Drake- Riverman,Nigel Kennedy,pop
Fall At Your Feet. - Crowded House,Crowded House,rock
D'angelo - Feel Like Makin' Love,D'Angelo,r&b
Jeff Buckley - Mojo Pin,Jeff Buckley,rock
Jeff Buckley - So Real,Jeff Buckley,rock
Descendents - Bikeage,Descendents,rock
Descendents - Bikeage,Descendents,rock
Chaos UK - No Security,Chaos UK,rock
The Mob - No Doves Fly Here,The Mob,other
Lost Under Heaven - Lost Under Heaven,Lost Under Heaven,other
Portishead - It's a Fire,Portishead,electronic
untitled,Rex Orange County,pop
Alice Coltrane - The Sun,John Coltrane,jazz
Tyler The Creator - Yonkers,Tyler, The Creator,hip hop
KHalf Noise - Múm,múm,folk
Wooden Shjips - Flight,Wooden Shjips,folk
Sage Francis - Inherited Scars,Sage Francis,hip hop
Wooden Shjips - Flight,Wooden Shjips,folk
A Day To Remember - The Plot to Bomb the Panhandle,A Day To Remember,rock
311 - All Mixed Up,311,rock
BEETHOVEN.ODE TO JOY,Royal Wedding Orchestra,other
The Apples in stereo - Dance Floor,The Apples In Stereo,rock
Warpaint - Undertow,Warpaint,dance
Krewella - One Minute,Krewella,pop
The Smiths - There is a light that never goes out,The Smiths,rock
Omnia - Xtatica,OMNIA,folk
Wolfmother - Phoenix,Wolfmother,rock
Phantogram - Mouthful Of Diamonds,Phantogram,dance
The Dreadnoughts - Avalon,The Dreadnoughts,rock
Lights Out - Rick Astley,Rick Astley,rock
Rolling Stones - Wild Horses,The Rolling Stones,rock
Rolling Stones - Wild Horses,The Rolling Stones,rock
Helicopter - The feeling,The Feeling,rock
Nero - Reaching Out,NERO,electronic
Weezer - The Good Life,Weezer,rock
Broder Daniel - Army of Dreamers,Broder Daniel,rock
Broder Daniel - Shoreline,Broder Daniel,rock
Kid CuDi Up Up And Away,Kid Cudi,hip hop
School of Seven Bells - "Half Asleep",School Of Seven Bells,pop
velvet underground - venus in furs,The Velvet Underground,rock
Limahl - The Neverending Story,The Wedding Singer,other
Runner Dustin O'Halloran,Dustin O'Halloran,classic
Florence + The Machine - No Light No Light,Florence + The Machine,pop
Pink Floyd - Fearless,Pink Floyd,rock
Jason Becker - Higher,Jason Becker,rock
Jason Becker - End of the Beginning,Jason Becker,rock
MLK - U2,U2,rock
SUCRÉ - When We Were Young,Sucre,pop
Mew - Wherever,Mew,rock
Lykke Li - Little Bit,Lykke Li,pop
Stacey Kent - So Nice,Jim Tomlinson,jazz
wilco - one wing,Wilco,rock
Morrissey - That's How People Grow Up,Morrissey,pop
Skindred - Cut Dem,Skindred,rock
Bedouin Soundclash - Brutal Hearts (feat. Coeur De Pirate),Bedouin Soundclash,rock
Explosions in the Sky - Remember Me as a Time of Day,Explosions In The Sky,rock
Amy Winehouse - You Know I'm No Good,Amy Winehouse,jazz
Myslovitz | Z twarzą Marilyn Monroe,Myslovitz,rock
"Pretty"--Kidneythieves,Kidneythieves,rock
You're Worthy of My Praise - Jeremy Camp,Various Artists,other
Seether - Broken ft. Amy Lee,B the Star,other
Rage against the machine - Maria,Rage Against The Machine,rock
Deftones-Change,Deftones,rock
RATATAT - MANDY,Ratatat,dance
Why? The Vowels Pt 2,WHY?,hip hop
Patty Griffin - Heavenly Day,Patty Griffin,pop
Into the West,Various Artists,other
Hans Zimmer - A Way of Life,Hans Zimmer,soundtrack
nat king cole,Nat King Cole,jazz
Highway 20 Ride | Zac Brown Band,Zac Brown Band,rock
Red House Painters - Have You Forgotten,Red House Painters,rock
the lightning seeds-pure,The Lightning Seeds,pop
Switchfoot - Dare You To Move,Switchfoot,rock
The Sundays - Love,The Sundays,pop
Ulrich Schnauss - Blumenthal,Ulrich Schnauss,electronic
Rhythm Corps - Common Ground,Rhythm Corps,other
Ron Sexsmith- Gold In Them Hills,Ron Sexsmith,pop
Wyclef Jean Canibus - Gone Till November,Wyclef Jean,hip hop
The Cardigans - Please Sister,The Cardigans,pop
Evanescence - Hello,Evanescence,rock
Snatch Soundtrack (Golden Brown),The Cinematic Film Band,other
New Order - Regret,New Order,rock
Stan Bush - The Touch,Various Artists,other
Florence + The Machine - Shake It Out,Florence + The Machine,pop
A.A. Bondy "Lover's Waltz",A.A. Bondy,folk
Black Star - Astronomy (8th light),Black Star,hip hop
Invisible Hands,dandelion hands,pop
Ashkenazy plays Chopin Nocturne in C sharp Minor (No.20),Frédéric Chopin,classic
Arthur Rubinstein - Chopin Nocturne Op. 55 No. 2 in E flat,Frédéric Chopin,classic
Ma Mère l'Oye - XI. Le jardin Féerique,Various Artists,other
Philip Wesley - Dark night of the soul,Philip Wesley,classic
Metric - Black Sheep,Metric,dance
Hot Chip - 'I Feel Better',Hot Chip,dance
Radiohead - How To Disappear Completely,Radiohead,rock
Radiohead - All I Need,Radiohead,rock
Air - Run,Air,pop
Broken Bells-October,Broken Bells,dance
Babyshambles - Fuck Forever,Babyshambles,rock
Empyrean,meganeko,hip hop
TRAFFIC Dear Mr.Fantasy,Traffic,rock
For What It's Worth - Buffalo Springfield,Buffalo Springfield,rock
9. Climbing up the Walls,Various Artists,other
Radiohead -  Subterranean Homesick Alien,Radiohead,rock
Nightmares on Wax - Now Is The Time,Nightmares On Wax,electronic
AA Bondy - I can see the pines are dancing,A.A. Bondy,folk
Nine Inch Nails - Deep,Nine Inch Nails,rock
JohNick - Summer Flight,Johnick,dance
Carly Rae Jepsen - I Really Like You,Carly Rae Jepsen,pop
Five Deez - Latitude (Nujabes Remix),Nujabes,hip hop
Hawthorne Heights: Blue Burns Orange,Hawthorne Heights,rock
Between The Minds,Jack Savoretti,pop
La plage - Yann Tiersen,Yann Tiersen,pop
Bossanova - Blue Bossanova,Ricco Duarte,other
Asobi Seksu- Walk On The Moon,Asobi Seksu,pop
Master of Muppets,Metallica,rock
Richard Wagner - Tannhäuser - Pilgrim's Chorus,Richard Wagner,classic
Dear Hunter - Blood of the Rose,The Dear Hunter,jazz
Sonny Sharrock  - Who does she hope to be?,Sonny Sharrock,jazz
Hammock - Mono No Aware,Hammock,hip hop
Seafret - Oceans,Seafret,pop
Small Black - No Stranger,Small Black,dance
Something Corporate - The Astronaut,Something Corporate,rock
It Sucks To Be Me,Stage Stars,other
I Fight Dragons - Money,I Fight Dragons,hip hop
David Bowie- 13 Moonage Daydream,David Bowie,rock
The Holy Modal Rounders- Euphoria,The Holy Modal Rounders,other
Jefferson Airplane - White Rabbit - (Woodstock 1969),Jefferson Airplane,rock
four seasons in one day - crowded house,Crowded House,rock
Warpaint - Krimson,Warpaint,dance
Thom Yorke - Skip Divided (Modeselektor Remix),Thom Yorke,pop
The Sadies "Flash",Iron Maiden,rock
Eric Clapton - Layla,Eric Clapton,rock
The Smashing Pumpkins - Siamese Dream - Cherub Rock,The Smashing Pumpkins,rock
Stevie Ray Vaughan - Couldn't Stand the Weather,Stevie Ray Vaughan,rock
Stevie Ray Vaughan - Crossfire,Stevie Ray Vaughan,rock
Eric Clapton - Layla,Eric Clapton,rock
Screaming for Vengeance-Judas Priest,Judas Priest,rock
Bob Seger- Turn the Page,Bob Seger,rock
Stevie Ray Vaughan - Crossfire,Stevie Ray Vaughan,rock
Stevie Ray Vaughan - Cold Shot,Stevie Ray Vaughan,rock
Taylor Swift - The Story Of Us,Taylor Swift,pop
Taylor Swift - The Story Of Us,Taylor Swift,pop
Wye Oak - I Hope You Die,Wye Oak,pop
Department of Eagles- In Ear Park,Department Of Eagles,folk
Deerhoof - Super Duper Rescue Heads !,Deerhoof,pop
The dark is rising (Mercury rev),Mercury Rev,rock
Belle and Sebastian - Wrapped Up In Books,Belle & Sebastian,rock
eels - beautiful freak,Eels,rock
Lion - original song,Armand Amar,soundtrack
Together ( original song),The Rolling Stones,rock
carbon  original song,Various Artists,other
Horse Feathers In Our Blood,Horse Feathers,folk
Deftones - Elite -,Deftones,rock
Simian Mobile Disco - Cruel Intentions,Simian Mobile Disco,dance
Darling Violetta - A Smaller God,Darling Violetta,rock
Vangelis - La petite fille de la mer,Vangelis,rock
Untouched The Veronicas,The Veronicas,pop
Bright Eyes - At The Bottom Of Everything,Bright Eyes,folk
The Perishers - Never Bloom Again,The Perishers,pop
Wolfgang Amadeus Mozart - Requiem Mass .,Wolfgang Amadeus Mozart,classic
Hammock - Cold Front,Hammock,hip hop
Forbidden Friendship - John Powell,John Powell,soundtrack
This Will Destroy You - They Move On Tracks Of Never-ending Light,This Will Destroy You,rock
Working Class Hero - John Lennon,John Lennon,rock
In Extremo - Herr Mannelig,In Extremo,rock
Sage Francis - "The Best Of Times",Sage Francis,hip hop
Capital Cities - "Chartreuse",Capital Cities,dance
They Might Be Giants-Ana Ng,They Might Be Giants,rock
Bring Me The Horizon - "Sleepwalking",Bring Me The Horizon,rock
millencolin - no cigar,Millencolin,rock
blink-182 - When I Was Young,blink-182,rock
Jeff Buckley - I know It's over,Jeff Buckley,rock
Book of Love-Peter Gabriel,Peter Gabriel,rock
Hamburg Song - Keane,Keane,rock
Air - Alone in Kyoto,Air,pop
Venetian Snares - Szamár Madár,Venetian Snares,dance
Aqualung - Strange and Beautiful (I'll Put a Spell On You),Aqualung,rock
cranes - slide,Dreezy,hip hop
Ivy - Edge of the Ocean,Ivy,other
Ivy - Edge of the Ocean,Ivy,other
Keane - Maps,Tim Bendzko,pop
Animal Collective - What would I want? Sky,Animal Collective,dance
Sigur Ros Gobbledigook,Sigur Rós,pop
Mountain Sound - Of Monsters & Men,Cover Pop,other
Of Monsters and Men - Slow and Steady,Of Monsters and Men,pop
Genres:
rock,195
hip hop,19
pop,89
electronic,9
r&b,3
dance,35
folk,23
jazz,15
classic,14
soundtrack,3
other,41
